template_idx,sample_num_count,Validity,Uniqueness,Validity*Uniqueness,validity_num,uniqueness_num,Connected_Components,mol_stable,atom_stable,run_time
1z95_ligand,40,60.00,87.50,52.50,24.00,21.00,100.00,0.98,1.00,627.94
